Unnamed: 0,text
240,"We gotta send those flipping Jets! Who actually flipping cares if they come off nato airspace before entering Ukraine. 
You are giving them weapons to kill already. Do this for them, our European Heros #SendTheJets @BorisJohnson  #ukraine"
241,"For the first time in the history of the British Parliament, a foreign leader is speaking in the main hall. #zelensky #electionfraudconsequences  #theworldisfailingukraine #prayforukraine #wearefailingukraine #ukraine #standwithukraine https://t.co/NllUIhAVIM"
253,@MAGADALLAS1 #TRUMP: “We have a #president representing our #country at the most important time in history who is physically and mentally challenged.” #FJB | #MAGA #trump2024 #SaveAmericaRally #america #usa #DonaldTrump #ukraine #russia https://t.co/w5oxuCAQow
282,"#repost @muslim.daily 

#ukraine #ukrainecrisis #ukrainewar #russiaoutofukraine #ukrainewillbefree https://t.co/AlkumXu5rn"
301,We love heart felt reactions to Jackie Evancho.  #Queenofthenorth #maskedsinger #ukraine #TMZ #AGT https://t.co/c19lMQkbQQ
304,What a brave and wonderful woman 👊🏻 Ukraine 🇺🇦 war: Editor interrupts Russian TV news show with #nowar anti propaganda banner 👏 #standwithukraine  https://t.co/tl5TF3xUs9
305,"Waves Protocol Surpasses $2 Billion in Total Value Locked (TVL)

https://t.co/KiWu5Ga2UH

#crypto #bitcoin #cryptocurrency #btc #ethereum #blockchain #eth #currency #xrp #trading #price #exchange #ltc #altcoin #ico #Metaverse #nft #ukraine #russia #putin"
323,"There is so much you can do as an employer to support your employees at this time....

#uncertaintimes #supportingothers #ukraineconflict #hradvice #hrsupport #hrwatford #humanresources https://t.co/tGN9lYYuex"
331,To sell out a people comes at a price. #ukraine #zelensky #kolomoisky #ecjc #azov #zionism #nazism https://t.co/VRCjC7OBQK
361,"""This is making the Chinese very nervous ... this is not what they bargained for in the Grand Pact"" with Russia -- James Clapper #ukraine https://t.co/XILFqfFIfv"
369,"This is a campaign video released by #ukraine trying to persuade EU to send fighters to them

Paris was not really bombed.

This detailed level of fakery makes me question all SM videos out there covering the war

https://t.co/QnT9SihfpR"
415,"Read more: https://t.co/XxQP4IEexc 

#ukraine
#prayforukraine 
#RussiaUkraineWar
#RussiaUkraineCrisis
#DailyTribune https://t.co/Ygy7essl6O"
422,"#Indian students stuck in #Ukraine being taken to Budomierz (#Poland ), away from Shehyni,on buses.

#RussiaUkraineCrisis #Russia #RussiaUkraineWar #RussianArmy #UkraineWar #UkraineRussia #Ukrainian #Ukraina #PutinWarCriminal #war #nuclearwar #worldwar3 #indianstudentsinukraine https://t.co/gvsvHR9pat"
458,"I STAND WITH UKRAINE ï£¿Ã¼Ã¡â«ï£¿Ã¼Ã¡Â¶ï£¿Ã¼Ã­Ãµï£¿Ã¼Ã­Ã´

#ukraine #UkraineRussiaWar #UkraineWillResist #UkraineKrieg  #UkraineRussia #UkrainianArmy #UkrainiansWillResist
 #ukrainewar #russia #kyiv #war #UkraineRussiacrisis #ukraineinvasion #putin #Kherson #Zelensky #President #Zelenskyy @ZelenskyyUa https://t.co/lUG9fGqWHx"
469,"Check out this amazing piece for #charity for #ukraine by the multitalented surrealist, photographer, and hero @photofan219 

https://t.co/FjflpEZwS9"
482,"this is the basement of the shelter in Kropyvnytskyi.  Stop Russia
#NATO #NoWar #nowarinukraine #StopRussia #StopWar #Terrorism https://t.co/5zEyuRnsuB"
494,"The Statement by Donald J. Trump, the 45th President of the United States on #Russia bombing #Kyiv TV Tower: 

#Putin is ""Savvy,  smart, and GeniusâÃÃ¹

#ukraine #StandWithUkraine https://t.co/J8rWvczA3j"
506,"Believe in the power of love

#YOSHIKI 

Donate,
https://t.co/Kp84h1BnZt

RT@ClassicRockMag
Japanese rock star Yoshiki donates Â¬â¢10,000,000 to Ukrainian humanitarian causes
Yoshiki gets the ball rolling before his followers raise half a million..
#ukraine 
https://t.co/akleezhkIY"
510,"People in Kharkov decided to spend the night in the subway
#ukraine 
https://t.co/fNWbrkmO6w 03"
538,"English Folk Expo stands in solidarity with Ukraine and the Ukrainian people in their defence of the right to their own cultural identity and freedom of expression. 

#standwithukraine https://t.co/YVwEwg8sIa"
544,"Russia and Ukraine war has just started and it seems that it can affect others badly.
#letsdiskuss #warzone #russia #ukraine #india #RussiavsUkraine #war #NarendraModi #ModiShowsTheWay 
https://t.co/7DkyJBsQM4"
551,"We asked for support, and our YFC USA family responded generously!

#yfc #youthforchrist #family #ukraine https://t.co/BrgcljkIYW"
588,"Russian Invasion Brings Risk to Ukraine's Tech Outsourcing Industry
#russia #ukraine #tech #technical #outsourcing #war #business 
Email us: support@offshoreindiadataentry.com
https://t.co/XJ12DaGtuA https://t.co/JAZ4Lht3uY"
